Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
7081,7/28/16,Barry Ableman,0906,100 WATER ST,100 WATER ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,Verified by DEP DataMine,G000041217, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	Harold Blaine  	(908) 835 - 2510   Case Manager	VONROTH, BRENT  	(973) 656 - 4431Developer	8/16/2005	 LSRP 2-10 CAOC	10/27/2011	 LSRP GW FEE	10/27/2011	 Spill Act Discharge	10/27/2011","C2: Formal Design - Known Source or Release with GW Contamination	9/15/2009   IND FACIL	9/15/2009	 LSRP 2-10 CAOC	10/27/2011	 LSRP GW FEE	10/27/2011	 Spill Act Discharge	10/25/1999",,,,,,,,604663,686934,604663:686934,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7082,,Barry,0906,528 PALISADES AVE,528 PALISADE AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000041597, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,11/12/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 11/12/1999",,,,,,,,618815,697158,618815:697158,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7083,,Barry,0906,2701 KENNEDY BLVD,2701 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000041656, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,12/23/1999 2) C2: Formal Design - Known Source or Release with GW Contamination established 1/18/2000",,,,,,,,611418,690687,611418:690687,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7084,,Barry,0906,WHITLOCK CORDAGE FORMER,160 LAFAYETTE ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000043329, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/5/2003 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 5/5/2003",,,,,,,,614228,692772,614228:692772,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7085,,Barry,0906,25 OAKLAND AVE,25 OAKLAND AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000043333, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,4/7/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 4/7/2000",,,,,,,,615022,692369,615022:692369,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7086,,Barry,0906,862 PAVONIA AVE,862 PAVONIA AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000043865, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/24/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 5/24/2000",,,,,,,,611772,692490,611772:692490,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7087,,Barry,0906,HUDSON COUNTY CHROMATE 207,942 946 GARFIELD AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,G000044579, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/2/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/2/2000",,,,,,,,611340,684038,611340:684038,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7088,,Barry,0906,HUDSON COUNTY CHROMATE 202,PACIFIC AVE & NEW JERSEY TPKE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000044583, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/2/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/2/2000",,,,,,,,613297,684206,613297:684206,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7089,,Barry,0906,HUDSON COUNTY CHROMATE 204,MONITOR ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000044585, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/2/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/2/2000",,,,,,,,615316,685027,615316:685027,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7090,,Barry,0906,HUDSON COUNTY CHROMATE 197,GRAND ST & WASHINGTON ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000044586, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/2/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/2/2000",,,,,,,,619830,685888,619830:685888,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7091,,Barry,0906,HUDSON COUNTY CHROMATE 205,1ST ST & WASHINGTON ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,G000044587, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/2/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/2/2000",,,,,,,,620577,687912,620577:687912,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7092,,Barry,0906,471 PALISADES AVE,471 PALISADE AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000060285, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/24/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 10/24/2000",,,,,,,,618483,696462,618483:696462,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7093,,Barry,0906,WASHINGTON BLVD & 2ND ST,WASHINGTON BLVD & 2ND ST,Jersey City,HUDSON,Jersey City,NJ,07740,unknown,DEP Case,DEP Case,G000060404,Carl Goldberg,Not Identified,,,9999999999,9999999999,,,233 Canoe Brook Road,Short Hills,NJ,07078,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,4/12/2001 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 4/12/2001",,,,,,,,622225,694352,622225:694352,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7094,,Barry,0906,134 TO 140 CATOR AVE,134 140 CATOR AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000060641, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,11/28/2000 2) C2: Formal Design - Known Source or Release with GW Contamination established 10/18/2004",,,,,,,,605587,679149,605587:679149,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7095,,Barry,0906,GROVE ST STATION 11,98 102 NEWARK AVE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,DEP Case,G000060770, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,4/27/2006 2) C2: Formal Design - Known Source or Release with GW Contamination established 1/8/2001",,,,,,,,619270,687132,619270:687132,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7096,8/3/16,Barry Ableman,0906,309 ARLINGTON AVE,309 ARLINGTON AVE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,No Longer Brownfield,G000061252, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Bureau	CAS   Case Status	Awaiting Report","C1: No Formal Design - Source Known or Identified-Potential GW Contamination	12/21/2000     CEHA	12/21/2000",,,,,,,,610865,684503,610865:684503,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7097,8/3/16,Barry Ableman,0906,44 MERCER ST,44 MERCER ST,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,No Longer Brownfield,G000061269, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Status	NFA-A (Unrestricted Use)   Case Status Date	4/25/2011- NO LSRP","C1: No Formal Design - Source Known or Identified-Potential GW Contamination	3/7/2001",,,,,,,,618399,686953,618399:686953,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7098,8/3/16,Barry Ableman,0906,ADAMO BROTHERS CONSTRUCTION,817 TONELLE AVE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,Verified by DEP DataMine,G000061398, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	WILLIAM F NEHLS IV 	(908) 581 - 8561  	LSRP Oversight  	5/8/2012","C2: Formal Design - Known Source or Release with GW Contamination	4/2/2001	 LSRP 0-1 CAOC	6/25/2013	 LSRP GW FEE	6/25/2013	 Spill Act Discharge	2/28/2001",,,,,,,,615719,701164,615719:701164,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7099,8/3/16,Barry Ableman,0906,117 DANFORTH AVE,117 DANFORTH AVE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,No Longer Brownfield,G000061867, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"ase Status	Awaiting Report  	11/18/2014","C1: No Formal Design - Source Known or Identified-Potential GW Contamination	11/2/2005	  Home Owner	11/2/2005",,,,,,,,605520,678697,605520:678697,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7100,8/3/16,Barry Ableman,0906,250 OGDEN AVENUE,250 OGDEN AVE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,No Longer Brownfield,G000061909, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"NFA-A (Unrestricted Use) 	6/30/2008","C2: Formal Design - Known Source or Release with GW Contamination	7/12/2001",,,,,,,,618427,695706,618427:695706,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7101,8/3/16,Barry Ableman,0906,BFE JOURNAL SQUARE LLC,26 JOURNAL SQUARE,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,Verified by DEP DataMine,G000061954, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	MARK D FISHER  	(609) 683 - 4848","C2: Formal Design - Known Source or Release with GW Contamination	5/30/2008	LSRP 0-1 CAOC	9/20/2011	 LSRP GW FEE	9/20/2011	 Spill Act Discharge	10/26/2011",,,,,,,,613045,691404,613045:691404,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7102,7/21/16,Barry Ableman,0906,14 BURMA ROAD,14 BURMA RD,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,Verified by DEP DataMine,G000062419, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Manager	SOBOLESKI, ROBERT  (609) 292 - 3215  No LSRP","C2: Formal Design - Known Source or Release with GW Contamination	3/1/2011	 LSRP 2-10 CAOC	4/5/2012	 LSRP GW FEE	4/5/2012	 LSRP Name",,,,,,,,612255,680222,612255:680222,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7103,8/3/16,Barry Ableman,0906,425 WASHINGTON BLVD,425 WASHINGTON BLVD,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,Verified by DEP DataMine,G000062596, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Manager	HOCH, ROBERT  	(609) 292 - 1943   CEA Established (Limited Restricted Use)  0Case Status Date	4/8/2013","C1: No Formal Design - Source Known or Identified-Potential GW Contamination	11/22/2004	 DER/DN	11/24/2004	 Fixed Fee Case	11/24",,,,,,,,622455,695355,622455:695355,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7104,,Barry,0906,30 BERGEN AVENUE,30 BERGEN AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,129477, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/3/2002 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 11/17/2001",,,,,,,,606087,681819,606087:681819,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7105,,Barry,0906,CAYRE GROUP WAREHOUSE,111 PORT JERSEY BLVD,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,G000014650,ROBERT CAYRE,S.J.K. URBAN  RENEWAL ASSOC L.P.,,,9999999999,9999999999,,,1407 BROADWAY,NRE YORK,NY,71406,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/14/2006 2) U: Not Yet Determined established 7/14/2006",,,,,,,,604951,672895,604951:672895,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7106,4/4/16,Ralph Olacio,0906,RESERVOIR SITE,113 CENTRAL AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,133347, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Contamination uncertain, but it is used for recreational purposes (Kayaking, fishing, and my elementary school, PS28,  has award winning projects which students are involved in). For more info visit: http://www.jcreservoir.org/","1) Assigned to Program,1/31/2002 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 1/31/2002. Brownfield Status uncertain.",,,,,,,,615765,694659,615765:694659,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7107,,Barry,0906,122 HUTTON STREET,122 HUTTON ST,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,DEP Case,133415, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,11/17/2001 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 11/17/2001",,,,,,,,616469,696639,616469:696639,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7108,7/28/16,Barry Ableman,0906,100 PATERSON PLANK ROAD,100 PATERSON PLANK RD,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,Verified by DEP DataMine,162736, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	GIRISH MEHTA    Case Manager	RODRIGUES, RALPH    Phone	(973) 656 - 4430","C2: Formal Design - Known Source or Release with GW Contamination	8/27/2002	 LSRP 0-1 CAOC	6/28/2012	 LSRP GW FEE	8/27/2002	 Spill Act Discharge	8/27/2002",,,,,,,,619580,697619,619580:697619,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
