Work Type,Work Order #,Address,Street,Cross Street,Results,Completion Date,Work Order Date
SEWER MAINTENANCE,2015004376,160,JAMES ST,,ON 6-4-15 EXCAVATED STREET TO BROKEN CATCH BASIN LATERAL AND BARRICADED AREA.   ON 6-5-15 EXPOSED LATERAL AND FOUND TWO (2) MISSING SECTIONS OF PIPE.  USED 5-BAGS OF RAPID CEMENT AND 4-YDS OF QP STONE TO INSTALL 10-INCH BY 12-FT SECTION OF PIPE FOR THE CA,6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003326,300,OLD BERGEN RD,,ON 6-4-15 CHECKED THE AREA AND DETERMINED THAT THE MANHOLE NEEDS CEMENT WORK. ON 6-5-15 DYE TEST REVEALED THAT THE MORTAR JOINTS OF THE MANHOLE ARE MISSING.  ON 6-8-15 USED 2-SHOVELS OF RAPID CEMENT AND 10-SHOVELS OF COLD PATCH TO PERFORM THE NECESSARY CE,6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003328,721,WEST SIDE AVE,KENSINGTON AVE,"ON 6-5-15 CCTV INSPECTION REVEALED THAT THE NE CATCH BASIN LATERAL NEEDS TO BE REPAIRED. ON 6-8-15 USED 6-BRICKS, 2-BRICK PAVERS  AND 1 1/2 BAGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE NE CATCH BASIN.  USED 5-BRICKS, 2 BRICK PAVERS A",6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003334,,KEARNEY AVE,ROSE AVE,"ON 6-1-15 CLEANED THE SE CATCH BASIN.  ON 6-8-15 CLEANED THE NORTH CATCH BASIN

",6/8/2015,6/1/2015
SEWER MAINTENANCE,2015003359,,OLD BERGEN RD,,"CLEANED THREE CATCH BASINS

",6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003492,,LAFAYETTE ST,VAN HORNE ST,"ON 6-4-15 CLEANED THE NE, NW, SE AND SW CATCH BASINS. ON 6-8-15 JETTED AND VACUUMED THE NE CATCH BASIN

",6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003499,,LINDEN AVE,OCEAN AVE,"CLEANED THE NW AND SW CATCH BASINS
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003500,,OCEAN AVE,PEARSALL AVE,"CLEANED THE SW CATCH BASIN
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003501,,LEMBECK AVE,OCEAN AVE,"CLEANED THE SE AND NE CATCH BASINS
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003508,,BROADWAY,WALES AVE,"PUT 1/2 CAN OF CHEMICAL SOLVENT INTO THE MAIN SEWER.
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003509,,KELLOGG ST,,"PUT 1/2 CAN OF CHEMICAL SOLVENT INTO THE SEWER
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003461,,SECAUCUS RD,,"SLIGHT GRIT BUILDUP.  USED JET GUN ABOVE GROUND NO CONFINED ENTRY,  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003462,,MANHATTEN AVE,,"USED JET GUN ABOVE GROUND NCE. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003463,,SAINT PAULS AVE,," MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003464,,DUNCAN AVE,,"JET LINE WHEN POSSIBLE.  USED JET GUN ABOVE GROUND.  NCE. PIT STOP MATOS 1979 PROCEEDED TO CLENDENNY AVE. WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003466,,CLENDENNY AVE,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003468,,CLAREMONT AVE,,"USED JET GUN ABOVE GROUND NCE.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS MILD, HUMID. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003475,,GRAND ST,,NO HANDRAIL.   NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVE DEBRIS OFF LADDER ALSO OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER & HINGE POIJNTS ALSO WASHED DOWN & PIT. ,6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003477,,MILL CREEK,,UNDERWATER SHUTTER. NO CONCRETE SLAB. NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVE DEBRIS OFF LADDER ALSO OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER & HINGE POIJNTS ALSO WASHED DOWN & PIT. ,6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003480,,CLAREMONT AVE,CARTERET AVE,UNDERWATER SHUTTER. NO HANDRAIL.NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVE DEBRIS OFF LADDER ALSO OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER & HINGE POIJNTS ALSO WASHED DOWN & PIT. ,6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003481,,RICHARD ST,,"NOT SCHEDULED GREASED EQUIPMENT.  EXERCISE REGULATOR REMOVED DEBRIS OFF LADDER, SHUTTER, HINGE POINTS ALSO WASHED DOWN PIT & CHAMBER. ",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003483,,YORK ST,,NO HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVE DEBRIS OFF LADDER ALSO OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER & HINGE POIJNTS ALSO WASHED DOWN & PIT. ,6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003566,,4TH ST,COLES ST,"USED 35-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003567,,HALLADAY ST,LAFAYETTE ST,"ON 6-4-15 CLEANED THE SW AND NW CATCH BASINS.  ON 6-8-15 VACUUMED AND FLUSHED THE NW CATCH BASIN. USED 1-BAG OF CEMENT AND 20-SHOVELS OF SAND TO PERFORM THE NECESSARY CEMENTWORK INSIDE THE NW CATCH BASIN.

",6/8/2015,6/4/2015
SEWER MAINTENANCE,2015003060,,BRAMHALL AVE,MARTIN LUTHER KING DR,"ON 5-19-15 CLEANED THE NW CATCH BASIN.  ON 6-5-15 USED 7-BLOCKS, 18-BRICKS, 5-BGS OF RAPID CEMENT TO INSTALL 10-INCH BY 24-INCH PVC PIPE AT THE NW CATCH BASIN.  ON 6-8-15 USED 4-BGS OF RAPID CEMENT AND 3-SHOVELS OF COLD PATCH TO REPAIR THE CURB AND ASPHAL",6/8/2015,5/19/2015
SEWER MAINTENANCE,2015003452,,RUTGERS AVE,WARNER AVE,"ON 6-5-15 CLEANED THE NW CATCH BASIN.  ON 6-8-15 CLEANED THE NW AND SW CATCH BASINS.
",6/8/2015,6/5/2015
SEWER MAINTENANCE,2015003457,,RUTGERS AVE,WADE ST,"CLEANED THE SE, NE, SW AND NW CATCH BASINS.
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003458,,RUTGERS AVE,STEVENS AVE,CLEANED THE NE CATCH BASIN,6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003627,142,MANHATTEN AVE,,"CCTV INSPECTION ALONG WITH DYE TESTING CONFIRMED THAT THE RESIDENT'S HOUSE LATERAL DEFECTIVE.  LETTER WAS SENT TO JC PLUMBING DEPARTMENT, ON 6-9-15, TO ISSUE A NOTICE OF VIOLATION.
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003631,101,TERRACE AVE,LINCOLN ST,"CCTV INSPECTION REVEALED THAT A COMMON SEWER EXISTS BETWEEN 99 THROUGH 103 TERRACE AVE.
",6/8/2015,6/8/2015
SEWER MAINTENANCE,2015003928,,PORT LIBERTE,,"VACUUMED AND FLUSHED THE PUMPING STATION.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003935,,MCADOO AVE,STERLING AVE,"CLEANED THE NW CATCH BASIN
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003936,,LEMBECK AVE,PRINCETON AVE,"CLEANED THE SW AND NW CATCH BASINS
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003937,,RUTGERS AVE,VAN NOSTRAND AVE,"CLEANED THREE (3) CATCH BASINS.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015004067,,MOMMOUTH ST,PAVONIA AVE,"CLEANED AND JETTED THE SW CATCH BASIN
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003255,332,NEW YORK AVE,,"ON 6-3-15 JCMUA TELEVISED AND DYE THE VOID IN THE STREET.  DYE WAS OBSERVED COMING OUT THE RESIDENT'S SEWER LATLERAL AT THE ABOVE LOCATION, WHICH INDICATES THEIR SEWER LATERAL MAY BE COMPROMISED.  SENT A LETTER ON 6-9-15 TO THE JC PLUMBING DEPARTMENT TO I",6/9/2015,6/2/2015
SEWER MAINTENANCE,2015003257,,FRANKLIN ST,WEBSTER AVE,"ON 5-21-15 CLEANED THE SW, NE AND SE CATCH BASINS.  ON 6-1-15 THE CATCH BASIN NEEDS TO BE REPAIRED. ON 6-8-15 USED 10-SHOVELS OF COLD PATCH TO FILL HOLE NEAR THE CATCH BASIN.  ON 6-9-15 VACUUMED AND FLUSHED THE CATCH BASIN. EXCAVATED SECTION OF STREET NEA",6/9/2015,5/21/2015
SEWER MAINTENANCE,2015003358,,THEODORE CONRAD DR,,"USED NEW NUTS AND BOLTS TO RESET THE CATCH BASIN CURB PIECE.
",6/9/2015,6/4/2015
SEWER MAINTENANCE,2015003360,,SUSSEX ST,VAN VORST ST,"VACUUMED AND FLUSHED THE SEWER. USED 5-BLOCKS, 15-BRICKS AND 2-BAGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE CATCH BASIN.
",6/9/2015,6/4/2015
SEWER MAINTENANCE,2015003382,,FERRY ST,NEW YORK AVE,"ON 6-5-15 VACUUMED AND FLUSHED THE CATCH BASINS.  ON 6-9-15 CLEANED THE NE, NW, SE AND SW CATCH BASINS.

",6/9/2015,6/5/2015
SEWER MAINTENANCE,2015003386,107,CLINTON AVE,SIEDLER ST,"CLEANED THE NE, SE AND SW CATCH BASINS
",6/9/2015,6/5/2015
SEWER MAINTENANCE,2015003495,,14TH ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO REMOVED 2 BUCKETS OF ROCKS EXERCISE REGULATOR VAC OUT FLOAT PIT ALSO WASHED DOWN CHAMBER ALSO REMOVED DEBRISOFF HINGE ",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003496,,6TH ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO REMOVED 2 BUCKETS OF ROCKS EXERCISE REGULATOR VAC OUT FLOAT PIT ALSO WASHED DOWN CHAMBER ALSO REMOVED DEBRISOFF HINGE ",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003498,,6TH ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO REMOVED 2 BUCKETS OF ROCKS EXERCISE REGULATOR VAC OUT FLOAT PIT ALSO WASHED DOWN CHAMBER ALSO REMOVED DEBRISOFF HINGE ",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003502,,2ND ST,,NO GRATING OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO REMOVED 2 BUCKETS OF ROCKS EXERCISE REGULATOR VAC OUT FLOAT PIT ALSO WASHED DOWN CHAMBER ALSO REMOVED DEBRISOFF HINGE POINTS USE,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003504,,VAN WINKLE AVE,,REMOVED FLOATABLES DOWNSTREAM OF NETTING CHAMBER.  MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003505,,BROADWAY,,DUSTY GRATING.  MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003515,,SIP AVE,,  MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003517,,CLENDENNY AVE,,MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003519,,FISK ST,,WILL WASH GRATING ASAP.  MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003521,,MINA DR,,GRATING DUSTY. CHAIN PENDING.  MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003523,,DANFORTH AVE,,MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003524,,BROWN PL,,"USED JET GUN ABOVE GROUND, NCE.   MONITOR FLOATABLE UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003568,,GRAND ST,MERSELES ST,"VACUUMED AND FLUSHED THE CATCH BASIN. USED 11-BLOCKS, 32-BRICKS, 4-BGS OF RAPID CEMENT AND 60-SHOVELS OF COLD PATCH TO PERFORM THE NECESSARY BRICKWORK INSIDE THE NE CATCH BASIN.
",6/9/2015,6/8/2015
SEWER MAINTENANCE,2015003459,94,COLES ST,,"DYE TEST WAS PERFORMED IN VOID AND THEN FLUSHED WITH WATER.  NO DYE INFILTRATED INTO THE SEWER.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003536,167,OGDEN AVE,,"MAIN SEWER IS FUNCTIONING PROPERLY.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003630,245,SHERMAN AVE,,"CCTV INSPECTION REVEALED NO FAULTS OR BREAKS WITH THE SEWER.  CALLED DPW FOR REPAIR.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003638,99,COLES ST,5TH ST,"CCTV INSPECTION REVEALED MAIN IS FUNCTIONING PROPERLY.  R.HAYTAS INFORMED DPW TO FILL HOLE WITH BLACKTOP.
",6/9/2015,6/9/2015
SEWER MAINTENANCE,2015003587,20,WEST HAMILTON PL,,"CAR PARKED OVER CLEAN-OUT FOR COMMON SEWER.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003590,498,MOMMOUTH ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003591,60,SIEDLER ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003594,289,WINFIELD AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003910,,OLD BERGEN RD,PAMRAPO AVE,"JETTED THE SEWER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003925,,BRAMHALL AVE,WOODWARD ST,"VACUUMED AND FLUSHED THE SEWER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003938,38,OCEAN AVE,,"CLEANED THE CATCH BASIN ACROSS THE STREET FROM THIS ADDRESS.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003939,,LUDLOW ST,SHEFFIELD ST,"CLEANED THE SW AND NW CATCH BASINS.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003941,,OCEAN AVE,WINFIELD AVE,"CLEANED THE NW AND SW CATCH BASINS.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003942,,BARTHOLDI AVE,OCEAN AVE,"CLEANED THE SW AND NW CATCH BASINS
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003944,,PRINCETON AVE,SEAVIEW AVE,"CLEANED THE SW CATCH BASIN
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003945,,GATES AVE,PRINCETON AVE,"CLEANED THE NE AND SE CATCH BASINS
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003954,,PRINCETON AVE,WINFIELD AVE,"CLEANED THE SW AND NW CATCH BASINS
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003325,207,CLAREMONT AVE,,"OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.
",6/10/2015,6/4/2015
SEWER MAINTENANCE,2015003378,33,GREENVILLE AVE,,"CCTV INSPECTION REVEALED SEWER TO BE IN FAIR CONDITION, HOWEVER, THE LOCATION OF THE SINKHOLE IN RELATIONSHIP TO THE SEWER, THERE APPEARS NO INDICATION WHY THE STREET WOULD COLLAPSE.  IN ADDITION, A POSSIBLE WATER LEAK EXSITS AT THIS LOCATION.

",6/10/2015,6/5/2015
SEWER MAINTENANCE,2015003383,15,SKYLINE DR,,"USED 4-BAGS OF RAPID CEMENT AND 25-SHOVELS OF COLD PATCH TO INSTALL NEW 24-INCH MANHOLE FRAME AND COVER.
",6/10/2015,6/8/2015
SEWER MAINTENANCE,2015003530,,SAINT PAULS AVE,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKT TO CLEAN BARSCREEN USED SHOVEL TO REMOVE GRIT & DIR FEED INTO VAC ALSO WASHED DOWN CHAMBER EXERCISE REGULATOR VAC OUT FLOAT PIT REMOVED DEBRIS OFF SHUTTER HINGE POINTS AND GRATING ALSO WASHED DOWN CHAMBER. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003531,,COUNTY RD,,NO HANDRAIL OR CONCRETE SLAB.   UTILIZE RAKE TO CLEAN BARSCREEN USED SHOVEL TO REMOVE GRIT & DIR FEED INTO VAC ALSO WASHED DOWN CHAMBER EXERCISE REGULATOR VAC OUT FLOAT PIT REMOVED DEBRIS OFF SHUTTER HINGE POINTS AND GRATING ALSO WASHED DOWN CHAMBER. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003532,,MANHATTEN AVE,,NO HANDRAIL.  NOTE: DELAYED TIME DUE TO CASH CHECK AT BANK.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKT TO CLEAN BARSCREEN USED SHOVEL TO REMOVE GRIT & DIR FEED INTO VAC ALSO WASHED DOWN CHAMBER EXERCISE REGULATOR VAC OUT FLOAT PIT REMOVED DEBRIS OFF ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003533,,VAN WINKLE AVE,,"NOT SCHEDULED GREASED EQUIPMENT. FIRST WE HAD TO EXERCISE REGULATOR IT WAS CLOSSED WHEN WE FIRSDT OPEN UP MANHOLES ALSO WE REMOVED PC PIPES OUT OF BARSCFREEN TWO PIECES 26"" 4 BUCKETS OF ROCKS & BRICKS ALSO BAKED BARSCREEN REMOVED DEBRIS & FLOATABLES OU TO",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003449,,5TH ST,COLES ST,"ON 6-9-15 CCTV INSPECTION REVEALED NO FAULTS OR BLOCKAGES WITH THE JCMUA COMBINED SEWER.  DUE TEST REVEALED NO OPEN JOINTS. ON 6-10-15 USED 17-BLOCKS, 33-BRICKS, 3-BGS OF RAPID CEMENT AND 60-SHOVELS OF SAND TO PERFORM THE NECESSARY BRICKWORK INSIDE THE NW",6/10/2015,6/9/2015
SEWER MAINTENANCE,2015003540,,14TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003549,,6TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003550,,2ND ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003551,,ESSEX ST,,CHAIN PENDING.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003552,,MILL CREEK,,PIT STOP SNET CREW TO ESSEX ST. . MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003553,,CLAREMONT AVE,CARTERET AVE,SLUDGE GRIT BUILDUP.  WASHED FOR ABOVE GROUND NCE. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003554,,RICHARD ST,,REMOVED GRIT BUILDUP.  DELAY CAUSED BY CASHING CHECKS. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003621,377,VAN HORNE ST,STERLING AVE,"CCTV INSPECTION ALONG WITH THE DYE TEST REVEALED DYE COMING OUT OF AN ABANDONED LATERAL.  UNITED WATER IS ON SITE FOR A WATER SERVICE LEAK.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003655,377,VAN NOSTRAND AVE,,"CCTV INSPECTION AND DYE TEST REVEALED WATER/DYE ENTERING THE SEWER BY MEANS OF A ABANDONED LATERAL.  IN ADDITON, A WATER LEAK EXISTS.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003892,,BRAMHALL AVE,WOODWARD ST,"REPLACED THE MISSING MANHOLE COVER.
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015003899,,MILL CREEK,,"VACUUMED THE NETTING CHAMBER
",6/10/2015,6/10/2015
SEWER MAINTENANCE,2015004174,271,LINDEN AVE,WOODLAND AV,"CLEANED THE CATCH BASIN
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003904,,LEXINGTON AVE,BERGEN AVE,"VACUUMED MANHOLE 234 FOR SEWER
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003909,,10TH ST,LUIS MUNOZ MARIN BLVD,"ON 6-10-15 VACUUMED AND FLUSHED THE SEWER.  ON 6-11-15 RETRIEVED MANHOLE COVER FROM INSIDE THE SEWER.

",6/11/2015,6/10/2015
SEWER MAINTENANCE,2015003959,,PATERSON ST,SUMMIT AVE,"CLEANED THE NE, NW AND SE CATCH BASINS
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003960,,GREENVILLE AVE,WOODLAND AV,"CLELANED THE NE CATCH BASIN
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003961,,LEMBECK AVE,WOODLAND AV,"CLEANED THE NE CATCH BASIN
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003962,266,LINDEN AVE,WOODLAND AV,"CLEANED THE CATCH BASIN
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003964,,LEMBECK AVE,ROMAR AVE,"CLEANED THE NE AND NW CATCH BASINS
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015004275,173,RANDOLPH AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015004393,35,CARLTON AVE,,"MAIN SEWER IS FUNCTIONING PROPERLY.  REMOVED GREASE IN TRAP FOR HOMEOWNER.
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015004439,18,BRIGHT ST,,"CLEANED THE CATCH BASIN AT 18 BRIGHT ST AND CATCH BASIN ACROSS THE STREET.
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003379,209,PAVONIA AVE,,"CCTV INSPECTION REVEALED THAT A NEW LATERAL WAS INSTALLED BENEATH THE VOID.  A POSSIBLE WATER LEAK MAY BE AT THIS LOCATION.  CONTACTED UNITED WATER REGARDING THIS ISSUE, JUST AWAITING TEST RESULTS.
",6/11/2015,6/5/2015
SEWER MAINTENANCE,2015003385,122,FULTON AVE,,"EXCAVATED THE MANHOLE FRAME AND COVER.  USED 6-BRICK PAVERS, 1-BAG OF CEMENT, 20-SHOVELS OF SAND AND 60-SHOVELS OF COLD PATCH TO INSTALL NEW 24-INCH PVC MANHOLE FRAME AND COVER.
",6/11/2015,6/8/2015
SEWER MAINTENANCE,2015003441,910,BERGEN AVE,NEWKIRK ST,"CLEANED THE SE AND NE CATCH BASINS.
",6/11/2015,6/8/2015
SEWER MAINTENANCE,2015003539,570,JERSEY AVE,,"THIS MANHOLE IS THE RESPONSIBILITY OF THE HOMEOWNER AND NOT THE JCMUA.
",6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003555,,BROWN PL,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003556,,FISK ST,, WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003557,,DANFORTH AVE,, WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003558,,SECAUCUS RD,,. WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003559,,MANHATTEN AVE,,TRAIN DELAY TO GET TO CHAMBER.  WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003560,,VAN WINKLE AVE,,POWER WSH GRATINGS REMOVAL AS FLOATABLE.  ACCESS HATCH OPEN.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. ,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003562,,BROADWAY,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE & VAC TO REMOVEAND VAC OUT SMALL ROCKS GRIT & DEBRIS LOT OF RAKE BOOKING FLOW ALSO WASHED DOWN CHAMBER AS WELL EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER ALSO USED SHOVEL IN BOTH CHAMBER TO REMOVE SLUDGE A,6/11/2015,6/11/2015
SEWER MAINTENANCE,2015003563,,BROADWAY,,NO GRATING OR HANDRAIL.   NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE & VAC TO REMOVEAND VAC OUT SMALL ROCKS GRIT & DEBRIS LOT OF RAKE BOOKING FLOW ALSO WASHED DOWN CHAMBER AS WELL EXERCISE REGULATOR REMOVED DEBRIS OFF SHUTTER ALSO USED SHOVEL IN BOTH ,6/11/2015,6/11/2015
